_id,MISSION,MISSION STATEMENT,GOAL,GOAL STATEMENT,ACTION,ACTION STATEMENT,PROGRAMME,REPORT SUMMARY,Action Formal Stakeholder,Formal Stakeholder,Action Category,Report Category,Action Labels,Report Labels,Insert Datetime
684997d89b5e602eb0072fdf,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Ireland’s Forestry Programme (2023 – 2027),Public bodies may support the national effort by planting trees on suitable publicly owned bare land.,Biorbic Sfi Bioeconomy Research Centre,Public Bodies,Research And Regulatory,State Agencies And Local Authorities,Research and Regulatory 018,State Agencies and Local Authorities 012,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe0,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Ireland’s Forestry Programme (2023 – 2027),Rural communities are actively involved in the programme through strengthened economic viability and support for afforestation initiatives.,Forest Industries Ireland,Rural Communities,Semi-State Agency,Civil Society,Semi-State Agency 006,Civil Society 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe1,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Ireland’s Forestry Programme (2023 – 2027),Rural communities are actively involved in the programme through strengthened economic viability and support for afforestation initiatives.,Rural Communities,Rural Communities,Civil Society,Civil Society,Civil Society 013,Civil Society 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe2,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 4,"Develop Diverse, Multi-Functional Forests",MISSION 1 GOAL 4 ACTION 1,Develop a new Forestry Strategy for  Ireland (in line with the recommendation  of the Mackinnon report).,Ireland’s Forestry Programme (2023 – 2027),Rural communities are actively involved in the programme through strengthened economic viability and support for afforestation initiatives.,Biorbic Sfi Bioeconomy Research Centre,Rural Communities,Research And Regulatory,Civil Society,Research and Regulatory 018,Civil Society 013,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe3,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in implementing the National Food Waste Prevention Roadmap (2023-2025).,Agri-Food Businesses,Environmental Protection Agency,Semi-State Agency,State Agencies ,Processors 002,State Agencies  001,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe4,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Households are actively involved in the programme through their contribution to food waste generation and prevention efforts.,Agri-Food Businesses,Households,Civil Society,Civil Society,Processors 002,Civil Society 007,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe5,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the National Food Waste Prevention Roadmap.,Agri-Food Businesses,Processing And Manufacturing Sector,Research And Regulatory,Processors,Processors 002,Processors 010,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe6,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the food supply chain.,Agri-Food Businesses,Restaurants,Processors,Sales And Retail,Processors 002,Sales and Retail 009,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe7,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the food supply chain.,Agri-Food Businesses,Food Service Providers,Processors,Sales And Retail,Processors 002,Sales and Retail 005,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe8,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the food supply chain.,Agri-Food Businesses,Primary Producers,Processors,Small Producers,Processors 002,Producers 032,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fe9,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the food supply chain.,Agri-Food Businesses,Retail And Other Distribution Of Food,Processors,Sales And Retail,Processors 002,Sales and Retail 010,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fea,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in setting commitments and actions to reduce food waste in line with the SDGs.,Agri-Food Businesses,United Nations Sustainable Development Goals,Processors,International Organisation,Processors 002,International organisation 021,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072feb,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in implementing the National Food Waste Prevention Roadmap (2023-2025).,Retailers,Environmental Protection Agency,Processors,State Agencies ,Sales and Retail 011,State Agencies  001,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fec,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Households are actively involved in the programme through their contribution to food waste generation and prevention efforts.,Retailers,Households,Processors,Civil Society,Sales and Retail 011,Civil Society 007,2025-06-11T15:51:04.974Z
684997d89b5e602eb0072fed,MISSION 1,"A Climate Smart,  Environmentally  Sustainable   Agri-Food Sector",MISSION 1 GOAL 6,"Embed the Agri-Food Sector in the Circular, Regenerative Bioeconomy",MISSION 1 GOAL 6 ACTION 6,"In line with the commitment in  the Waste Action Plan, work with  stakeholders to develop a National  Food Waste Prevention Roadmap that  sets out a series of actions to deliver  the reductions necessary to halve our  per capita food waste by 2030, meet  any other related targets, and promote  our transition to a circular economy.",National Food Waste Prevention Roadmap (2023 – 2025),Actively involved in food waste prevention efforts as part of the National Food Waste Prevention Roadmap.,Retailers,Processing And Manufacturing Sector,Processors,Processors,Sales and Retail 011,Processors 010,2025-06-11T15:51:04.974Z
